"","Date_input","Date_recapture","Frequency","Species","Fin_cut","Length","Weight","State","Class_1","Class_2.1","Class_2.2","Class_2.3","Class_3.1","Class_3.2","Class_3.3","Class_3.4","Class_3.5","Class_3.6","Class_3.7","Class_4","SampleSize","Capture_Location","Location","Pump_type","Individuals_ID","Number_Injuries","Control","Pump_type_Frequency","Pump_type_Frequency_Controle","Scenario_rep","Scenario_control","Species_Fin_cut","rpm","Pump_type_rpm","Injury","Value"
"1",2018-12-13,2018-12-13,NA,"roach","NA 2018-12-13",53,1.8,"Dead",0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,"OK","Axial",10,1,"pump","Axial","Axial","Axial blankvoorn","blankvoorn 2018-12-13","blankvoorn",NA,"Axial","Injury_type_no",0
"2",2018-12-13,2018-12-13,NA,"roach","NA 2018-12-13",42,NA,"Dead",0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,"OK","Axial",11,1,"pump","Axial","Axial","Axial blankvoorn","blankvoorn 2018-12-13","blankvoorn",NA,"Axial","Injury_type_no",0
"3",2018-12-13,2018-12-13,NA,"roach","NA 2018-12-13",87,9.4,"Dead",0,0,0,0,1,0,0,0,1,0,0,0,NA,NA,"OK","Axial",12,2,"pump","Axial","Axial","Axial blankvoorn","blankvoorn 2018-12-13","blankvoorn",NA,"Axial","Injury_type_no",0
"4",2018-12-13,2018-12-13,NA,"roach","NA 2018-12-13",43,0.6,"Dead",0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,"OK","Axial",14,1,"pump","Axial","Axial","Axial blankvoorn","blankvoorn 2018-12-13","blankvoorn",NA,"Axial","Injury_type_no",0
"5",2018-12-13,2018-12-13,NA,"roach","NA 2018-12-13",55,2,"Alive",1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,"OK","Axial",15,1,"pump","Axial","Axial","Axial blankvoorn","blankvoorn 2018-12-13","blankvoorn",NA,"Axial","Injury_type_no",1
"6",2018-12-13,2018-12-13,NA,"roach","NA 2018-12-13",45,0.9,"Dead",0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,"OK","Axial",19,1,"pump","Axial","Axial","Axial blankvoorn","blankvoorn 2018-12-13","blankvoorn",NA,"Axial","Injury_type_no",0
"7",2018-12-13,2018-12-13,NA,"roach","NA 2018-12-13",87,8.9,"Alive",1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,"OK","Axial",21,1,"pump","Axial","Axial","Axial blankvoorn","blankvoorn 2018-12-13","blankvoorn",NA,"Axial","Injury_type_no",1
"8",2018-12-13,2018-12-13,NA,"roach","NA 2018-12-13",55,1.4,"Alive",1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,"OK","Axial",24,1,"pump","Axial","Axial","Axial blankvoorn","blankvoorn 2018-12-13","blankvoorn",NA,"Axial","Injury_type_no",1
"9",2018-12-13,2018-12-13,NA,"roach","NA 2018-12-13",61,2.9,"Alive",1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,"OK","Axial",25,1,"pump","Axial","Axial","Axial blankvoorn","blankvoorn 2018-12-13","blankvoorn",NA,"Axial","Injury_type_no",1
"10",2018-12-12,2018-12-12,NA,"roach","NA 2018-12-12",108,22.4,"Dead",0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,"OK","Axial",26,1,"pump","Axial","Axial","Axial blankvoorn","blankvoorn 2018-12-12","blankvoorn",NA,"Axial","Injury_type_no",0
"11",2018-12-12,2018-12-12,NA,"roach","NA 2018-12-12",158,59,"Dead",0,0,0,0,1,0,0,0,1,0,0,0,NA,NA,"OK","Axial",27,2,"pump","Axial","Axial","Axial blankvoorn","blankvoorn 2018-12-12","blankvoorn",NA,"Axial","Injury_type_no",0
"12",2018-12-12,2018-12-12,NA,"roach","NA 2018-12-12",59,1.4,"Dead",0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,"OK","Axial",28,1,"pump","Axial","Axial","Axial blankvoorn","blankvoorn 2018-12-12","blankvoorn",NA,"Axial","Injury_type_no",0
"13",2018-12-12,2018-12-12,NA,"roach","NA 2018-12-12",104,13.1,"Dead",0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,"OK","Axial",29,1,"pump","Axial","Axial","Axial blankvoorn","blankvoorn 2018-12-12","blankvoorn",NA,"Axial","Injury_type_no",0
"14",2018-12-12,2018-12-12,NA,"roach","NA 2018-12-12",75,3.8,"Dead",0,0,0,0,1,1,0,0,0,0,0,0,NA,NA,"OK","Axial",30,2,"pump","Axial","Axial","Axial blankvoorn","blankvoorn 2018-12-12","blankvoorn",NA,"Axial","Injury_type_no",0
"15",2018-12-12,2018-12-12,NA,"roach","NA 2018-12-12",155,NA,"Dead",0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,"OK","Axial",31,1,"pump","Axial","Axial","Axial blankvoorn","blankvoorn 2018-12-12","blankvoorn",NA,"Axial","Injury_type_no",0
"16",2018-12-12,2018-12-12,NA,"roach","NA 2018-12-12",95,NA,"Dead",0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,"OK","Axial",32,1,"pump","Axial","Axial","Axial blankvoorn","blankvoorn 2018-12-12","blankvoorn",NA,"Axial","Injury_type_no",0
"17",2018-12-12,2018-12-12,NA,"roach","NA 2018-12-12",105,NA,"Dead",0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,"OK","Axial",33,1,"pump","Axial","Axial","Axial blankvoorn","blankvoorn 2018-12-12","blankvoorn",NA,"Axial","Injury_type_no",0
"18",2018-12-12,2018-12-12,NA,"roach","NA 2018-12-12",65,NA,"Dead",0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,"OK","Axial",34,1,"pump","Axial","Axial","Axial blankvoorn","blankvoorn 2018-12-12","blankvoorn",NA,"Axial","Injury_type_no",0
"19",2018-12-12,2018-12-12,NA,"roach","NA 2018-12-12",60,NA,"Dead",0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,"OK","Axial",35,1,"pump","Axial","Axial","Axial blankvoorn","blankvoorn 2018-12-12","blankvoorn",NA,"Axial","Injury_type_no",0
"20",2018-12-12,2018-12-12,NA,"roach","NA 2018-12-12",57,1,"Dead",0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,"OK","Axial",37,1,"pump","Axial","Axial","Axial blankvoorn","blankvoorn 2018-12-12","blankvoorn",NA,"Axial","Injury_type_no",0
"21",2018-12-12,2018-12-12,NA,"roach","NA 2018-12-12",55,1.8,"Alive",1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,"OK","Axial",38,1,"pump","Axial","Axial","Axial blankvoorn","blankvoorn 2018-12-12","blankvoorn",NA,"Axial","Injury_type_no",1
"22",2018-12-12,2018-12-12,NA,"roach","NA 2018-12-12",88,11.3,"Alive",0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,"OK","Axial",39,1,"pump","Axial","Axial","Axial blankvoorn","blankvoorn 2018-12-12","blankvoorn",NA,"Axial","Injury_type_no",0
"23",2018-12-12,2018-12-12,NA,"roach","NA 2018-12-12",62,2.1,"Alive",0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,"OK","Axial",40,1,"pump","Axial","Axial","Axial blankvoorn","blankvoorn 2018-12-12","blankvoorn",NA,"Axial","Injury_type_no",0
"24",2018-12-12,2018-12-12,NA,"roach","NA 2018-12-12",55,1.6,"Alive",1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,"OK","Axial",41,1,"pump","Axial","Axial","Axial blankvoorn","blankvoorn 2018-12-12","blankvoorn",NA,"Axial","Injury_type_no",1
"25",2018-12-12,2018-12-12,NA,"roach","NA 2018-12-12",63,2.4,"Alive",0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,"OK","Axial",42,1,"pump","Axial","Axial","Axial blankvoorn","blankvoorn 2018-12-12","blankvoorn",NA,"Axial","Injury_type_no",0
"26",2018-12-12,2018-12-12,NA,"roach","NA 2018-12-12",54,1.6,"Alive",0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,"OK","Axial",43,1,"pump","Axial","Axial","Axial blankvoorn","blankvoorn 2018-12-12","blankvoorn",NA,"Axial","Injury_type_no",0
"27",2018-12-12,2018-12-12,NA,"roach","NA 2018-12-12",61,2.7,"Alive",0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,"OK","Axial",44,1,"pump","Axial","Axial","Axial blankvoorn","blankvoorn 2018-12-12","blankvoorn",NA,"Axial","Injury_type_no",0
"28",2018-12-12,2018-12-12,NA,"roach","NA 2018-12-12",52,1.5,"Alive",1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,"OK","Axial",45,1,"pump","Axial","Axial","Axial blankvoorn","blankvoorn 2018-12-12","blankvoorn",NA,"Axial","Injury_type_no",1
"29",2018-12-12,2018-12-12,NA,"roach","NA 2018-12-12",93,9.8,"Alive",1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,"OK","Axial",46,1,"pump","Axial","Axial","Axial blankvoorn","blankvoorn 2018-12-12","blankvoorn",NA,"Axial","Injury_type_no",1
"30",2018-12-12,2018-12-12,NA,"roach","NA 2018-12-12",54,1.4,"Dead",0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,"OK","Axial",47,1,"pump","Axial","Axial","Axial blankvoorn","blankvoorn 2018-12-12","blankvoorn",NA,"Axial","Injury_type_no",0
"31",2018-12-12,2018-12-12,NA,"roach","NA 2018-12-12",46,0.8,"Alive",1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,"OK","Axial",48,1,"pump","Axial","Axial","Axial blankvoorn","blankvoorn 2018-12-12","blankvoorn",NA,"Axial","Injury_type_no",1
"32",2018-12-13,2018-12-13,NA,"roach","NA 2018-12-13",53,1.8,"Dead",0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,"OK","Axial",10,1,"pump","Axial","Axial","Axial blankvoorn","blankvoorn 2018-12-13","blankvoorn",NA,"Axial","Injury_type_slight",0
"33",2018-12-13,2018-12-13,NA,"roach","NA 2018-12-13",42,NA,"Dead",0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,"OK","Axial",11,1,"pump","Axial","Axial","Axial blankvoorn","blankvoorn 2018-12-13","blankvoorn",NA,"Axial","Injury_type_slight",0
"34",2018-12-13,2018-12-13,NA,"roach","NA 2018-12-13",87,9.4,"Dead",0,0,0,0,1,0,0,0,1,0,0,0,NA,NA,"OK","Axial",12,2,"pump","Axial","Axial","Axial blankvoorn","blankvoorn 2018-12-13","blankvoorn",NA,"Axial","Injury_type_slight",0
"35",2018-12-13,2018-12-13,NA,"roach","NA 2018-12-13",43,0.6,"Dead",0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,"OK","Axial",14,1,"pump","Axial","Axial","Axial blankvoorn","blankvoorn 2018-12-13","blankvoorn",NA,"Axial","Injury_type_slight",0
"36",2018-12-13,2018-12-13,NA,"roach","NA 2018-12-13",55,2,"Alive",1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,"OK","Axial",15,1,"pump","Axial","Axial","Axial blankvoorn","blankvoorn 2018-12-13","blankvoorn",NA,"Axial","Injury_type_slight",0
"37",2018-12-13,2018-12-13,NA,"roach","NA 2018-12-13",45,0.9,"Dead",0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,"OK","Axial",19,1,"pump","Axial","Axial","Axial blankvoorn","blankvoorn 2018-12-13","blankvoorn",NA,"Axial","Injury_type_slight",0
"38",2018-12-13,2018-12-13,NA,"roach","NA 2018-12-13",87,8.9,"Alive",1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,"OK","Axial",21,1,"pump","Axial","Axial","Axial blankvoorn","blankvoorn 2018-12-13","blankvoorn",NA,"Axial","Injury_type_slight",0
"39",2018-12-13,2018-12-13,NA,"roach","NA 2018-12-13",55,1.4,"Alive",1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,"OK","Axial",24,1,"pump","Axial","Axial","Axial blankvoorn","blankvoorn 2018-12-13","blankvoorn",NA,"Axial","Injury_type_slight",0
"40",2018-12-13,2018-12-13,NA,"roach","NA 2018-12-13",61,2.9,"Alive",1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,"OK","Axial",25,1,"pump","Axial","Axial","Axial blankvoorn","blankvoorn 2018-12-13","blankvoorn",NA,"Axial","Injury_type_slight",0
"41",2018-12-12,2018-12-12,NA,"roach","NA 2018-12-12",108,22.4,"Dead",0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,"OK","Axial",26,1,"pump","Axial","Axial","Axial blankvoorn","blankvoorn 2018-12-12","blankvoorn",NA,"Axial","Injury_type_slight",0
"42",2018-12-12,2018-12-12,NA,"roach","NA 2018-12-12",158,59,"Dead",0,0,0,0,1,0,0,0,1,0,0,0,NA,NA,"OK","Axial",27,2,"pump","Axial","Axial","Axial blankvoorn","blankvoorn 2018-12-12","blankvoorn",NA,"Axial","Injury_type_slight",0
"43",2018-12-12,2018-12-12,NA,"roach","NA 2018-12-12",59,1.4,"Dead",0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,"OK","Axial",28,1,"pump","Axial","Axial","Axial blankvoorn","blankvoorn 2018-12-12","blankvoorn",NA,"Axial","Injury_type_slight",0
"44",2018-12-12,2018-12-12,NA,"roach","NA 2018-12-12",104,13.1,"Dead",0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,"OK","Axial",29,1,"pump","Axial","Axial","Axial blankvoorn","blankvoorn 2018-12-12","blankvoorn",NA,"Axial","Injury_type_slight",0
"45",2018-12-12,2018-12-12,NA,"roach","NA 2018-12-12",75,3.8,"Dead",0,0,0,0,1,1,0,0,0,0,0,0,NA,NA,"OK","Axial",30,2,"pump","Axial","Axial","Axial blankvoorn","blankvoorn 2018-12-12","blankvoorn",NA,"Axial","Injury_type_slight",0
"46",2018-12-12,2018-12-12,NA,"roach","NA 2018-12-12",155,NA,"Dead",0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,"OK","Axial",31,1,"pump","Axial","Axial","Axial blankvoorn","blankvoorn 2018-12-12","blankvoorn",NA,"Axial","Injury_type_slight",0
"47",2018-12-12,2018-12-12,NA,"roach","NA 2018-12-12",95,NA,"Dead",0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,"OK","Axial",32,1,"pump","Axial","Axial","Axial blankvoorn","blankvoorn 2018-12-12","blankvoorn",NA,"Axial","Injury_type_slight",0
"48",2018-12-12,2018-12-12,NA,"roach","NA 2018-12-12",105,NA,"Dead",0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,"OK","Axial",33,1,"pump","Axial","Axial","Axial blankvoorn","blankvoorn 2018-12-12","blankvoorn",NA,"Axial","Injury_type_slight",0
"49",2018-12-12,2018-12-12,NA,"roach","NA 2018-12-12",65,NA,"Dead",0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,"OK","Axial",34,1,"pump","Axial","Axial","Axial blankvoorn","blankvoorn 2018-12-12","blankvoorn",NA,"Axial","Injury_type_slight",0
"50",2018-12-12,2018-12-12,NA,"roach","NA 2018-12-12",60,NA,"Dead",0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,"OK","Axial",35,1,"pump","Axial","Axial","Axial blankvoorn","blankvoorn 2018-12-12","blankvoorn",NA,"Axial","Injury_type_slight",0
"51",2018-12-12,2018-12-12,NA,"roach","NA 2018-12-12",57,1,"Dead",0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,"OK","Axial",37,1,"pump","Axial","Axial","Axial blankvoorn","blankvoorn 2018-12-12","blankvoorn",NA,"Axial","Injury_type_slight",0
"52",2018-12-12,2018-12-12,NA,"roach","NA 2018-12-12",55,1.8,"Alive",1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,"OK","Axial",38,1,"pump","Axial","Axial","Axial blankvoorn","blankvoorn 2018-12-12","blankvoorn",NA,"Axial","Injury_type_slight",0
"53",2018-12-12,2018-12-12,NA,"roach","NA 2018-12-12",88,11.3,"Alive",0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,"OK","Axial",39,1,"pump","Axial","Axial","Axial blankvoorn","blankvoorn 2018-12-12","blankvoorn",NA,"Axial","Injury_type_slight",1
"54",2018-12-12,2018-12-12,NA,"roach","NA 2018-12-12",62,2.1,"Alive",0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,"OK","Axial",40,1,"pump","Axial","Axial","Axial blankvoorn","blankvoorn 2018-12-12","blankvoorn",NA,"Axial","Injury_type_slight",1
"55",2018-12-12,2018-12-12,NA,"roach","NA 2018-12-12",55,1.6,"Alive",1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,"OK","Axial",41,1,"pump","Axial","Axial","Axial blankvoorn","blankvoorn 2018-12-12","blankvoorn",NA,"Axial","Injury_type_slight",0
"56",2018-12-12,2018-12-12,NA,"roach","NA 2018-12-12",63,2.4,"Alive",0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,"OK","Axial",42,1,"pump","Axial","Axial","Axial blankvoorn","blankvoorn 2018-12-12","blankvoorn",NA,"Axial","Injury_type_slight",1
"57",2018-12-12,2018-12-12,NA,"roach","NA 2018-12-12",54,1.6,"Alive",0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,"OK","Axial",43,1,"pump","Axial","Axial","Axial blankvoorn","blankvoorn 2018-12-12","blankvoorn",NA,"Axial","Injury_type_slight",1
"58",2018-12-12,2018-12-12,NA,"roach","NA 2018-12-12",61,2.7,"Alive",0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,"OK","Axial",44,1,"pump","Axial","Axial","Axial blankvoorn","blankvoorn 2018-12-12","blankvoorn",NA,"Axial","Injury_type_slight",1
"59",2018-12-12,2018-12-12,NA,"roach","NA 2018-12-12",52,1.5,"Alive",1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,"OK","Axial",45,1,"pump","Axial","Axial","Axial blankvoorn","blankvoorn 2018-12-12","blankvoorn",NA,"Axial","Injury_type_slight",0
"60",2018-12-12,2018-12-12,NA,"roach","NA 2018-12-12",93,9.8,"Alive",1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,"OK","Axial",46,1,"pump","Axial","Axial","Axial blankvoorn","blankvoorn 2018-12-12","blankvoorn",NA,"Axial","Injury_type_slight",0
"61",2018-12-12,2018-12-12,NA,"roach","NA 2018-12-12",54,1.4,"Dead",0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,"OK","Axial",47,1,"pump","Axial","Axial","Axial blankvoorn","blankvoorn 2018-12-12","blankvoorn",NA,"Axial","Injury_type_slight",0
