"","Date_input","Date_recapture","Frequency","Species","Fin_cut","Length","Weight","State","Class_1","Class_2.1","Class_2.2","Class_2.3","Class_3.1","Class_3.2","Class_3.3","Class_3.4","Class_3.5","Class_3.6","Class_3.7","Class_4","SampleSize","Capture_Location","Location","Pump_type","Individuals_ID","Number_Injuries","Control","Pump_type_Frequency","Pump_type_Frequency_Controle","Scenario_rep","Scenario_control","Species_Fin_cut","rpm","Pump_type_rpm","Injury","Value"
"62",2018-12-12,2018-12-12,NA,"roach","NA 2018-12-12",46,0.8,"Alive",1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,"OK","Axial",48,1,"pump","Axial","Axial","Axial blankvoorn","blankvoorn 2018-12-12","blankvoorn",NA,"Axial","Injury_type_slight",0
"63",2018-12-13,2018-12-13,NA,"roach","NA 2018-12-13",53,1.8,"Dead",0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,"OK","Axial",10,1,"pump","Axial","Axial","Axial blankvoorn","blankvoorn 2018-12-13","blankvoorn",NA,"Axial","Injury_type_severe",1
"64",2018-12-13,2018-12-13,NA,"roach","NA 2018-12-13",42,NA,"Dead",0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,"OK","Axial",11,1,"pump","Axial","Axial","Axial blankvoorn","blankvoorn 2018-12-13","blankvoorn",NA,"Axial","Injury_type_severe",1
"65",2018-12-13,2018-12-13,NA,"roach","NA 2018-12-13",87,9.4,"Dead",0,0,0,0,1,0,0,0,1,0,0,0,NA,NA,"OK","Axial",12,2,"pump","Axial","Axial","Axial blankvoorn","blankvoorn 2018-12-13","blankvoorn",NA,"Axial","Injury_type_severe",1
"66",2018-12-13,2018-12-13,NA,"roach","NA 2018-12-13",43,0.6,"Dead",0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,"OK","Axial",14,1,"pump","Axial","Axial","Axial blankvoorn","blankvoorn 2018-12-13","blankvoorn",NA,"Axial","Injury_type_severe",1
"67",2018-12-13,2018-12-13,NA,"roach","NA 2018-12-13",55,2,"Alive",1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,"OK","Axial",15,1,"pump","Axial","Axial","Axial blankvoorn","blankvoorn 2018-12-13","blankvoorn",NA,"Axial","Injury_type_severe",0
"68",2018-12-13,2018-12-13,NA,"roach","NA 2018-12-13",45,0.9,"Dead",0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,"OK","Axial",19,1,"pump","Axial","Axial","Axial blankvoorn","blankvoorn 2018-12-13","blankvoorn",NA,"Axial","Injury_type_severe",1
"69",2018-12-13,2018-12-13,NA,"roach","NA 2018-12-13",87,8.9,"Alive",1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,"OK","Axial",21,1,"pump","Axial","Axial","Axial blankvoorn","blankvoorn 2018-12-13","blankvoorn",NA,"Axial","Injury_type_severe",0
"70",2018-12-13,2018-12-13,NA,"roach","NA 2018-12-13",55,1.4,"Alive",1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,"OK","Axial",24,1,"pump","Axial","Axial","Axial blankvoorn","blankvoorn 2018-12-13","blankvoorn",NA,"Axial","Injury_type_severe",0
"71",2018-12-13,2018-12-13,NA,"roach","NA 2018-12-13",61,2.9,"Alive",1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,"OK","Axial",25,1,"pump","Axial","Axial","Axial blankvoorn","blankvoorn 2018-12-13","blankvoorn",NA,"Axial","Injury_type_severe",0
"72",2018-12-12,2018-12-12,NA,"roach","NA 2018-12-12",108,22.4,"Dead",0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,"OK","Axial",26,1,"pump","Axial","Axial","Axial blankvoorn","blankvoorn 2018-12-12","blankvoorn",NA,"Axial","Injury_type_severe",1
"73",2018-12-12,2018-12-12,NA,"roach","NA 2018-12-12",158,59,"Dead",0,0,0,0,1,0,0,0,1,0,0,0,NA,NA,"OK","Axial",27,2,"pump","Axial","Axial","Axial blankvoorn","blankvoorn 2018-12-12","blankvoorn",NA,"Axial","Injury_type_severe",1
"74",2018-12-12,2018-12-12,NA,"roach","NA 2018-12-12",59,1.4,"Dead",0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,"OK","Axial",28,1,"pump","Axial","Axial","Axial blankvoorn","blankvoorn 2018-12-12","blankvoorn",NA,"Axial","Injury_type_severe",1
"75",2018-12-12,2018-12-12,NA,"roach","NA 2018-12-12",104,13.1,"Dead",0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,"OK","Axial",29,1,"pump","Axial","Axial","Axial blankvoorn","blankvoorn 2018-12-12","blankvoorn",NA,"Axial","Injury_type_severe",1
"76",2018-12-12,2018-12-12,NA,"roach","NA 2018-12-12",75,3.8,"Dead",0,0,0,0,1,1,0,0,0,0,0,0,NA,NA,"OK","Axial",30,2,"pump","Axial","Axial","Axial blankvoorn","blankvoorn 2018-12-12","blankvoorn",NA,"Axial","Injury_type_severe",1
"77",2018-12-12,2018-12-12,NA,"roach","NA 2018-12-12",155,NA,"Dead",0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,"OK","Axial",31,1,"pump","Axial","Axial","Axial blankvoorn","blankvoorn 2018-12-12","blankvoorn",NA,"Axial","Injury_type_severe",1
"78",2018-12-12,2018-12-12,NA,"roach","NA 2018-12-12",95,NA,"Dead",0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,"OK","Axial",32,1,"pump","Axial","Axial","Axial blankvoorn","blankvoorn 2018-12-12","blankvoorn",NA,"Axial","Injury_type_severe",1
"79",2018-12-12,2018-12-12,NA,"roach","NA 2018-12-12",105,NA,"Dead",0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,"OK","Axial",33,1,"pump","Axial","Axial","Axial blankvoorn","blankvoorn 2018-12-12","blankvoorn",NA,"Axial","Injury_type_severe",1
"80",2018-12-12,2018-12-12,NA,"roach","NA 2018-12-12",65,NA,"Dead",0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,"OK","Axial",34,1,"pump","Axial","Axial","Axial blankvoorn","blankvoorn 2018-12-12","blankvoorn",NA,"Axial","Injury_type_severe",1
"81",2018-12-12,2018-12-12,NA,"roach","NA 2018-12-12",60,NA,"Dead",0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,"OK","Axial",35,1,"pump","Axial","Axial","Axial blankvoorn","blankvoorn 2018-12-12","blankvoorn",NA,"Axial","Injury_type_severe",1
"82",2018-12-12,2018-12-12,NA,"roach","NA 2018-12-12",57,1,"Dead",0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,"OK","Axial",37,1,"pump","Axial","Axial","Axial blankvoorn","blankvoorn 2018-12-12","blankvoorn",NA,"Axial","Injury_type_severe",1
"83",2018-12-12,2018-12-12,NA,"roach","NA 2018-12-12",55,1.8,"Alive",1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,"OK","Axial",38,1,"pump","Axial","Axial","Axial blankvoorn","blankvoorn 2018-12-12","blankvoorn",NA,"Axial","Injury_type_severe",0
"84",2018-12-12,2018-12-12,NA,"roach","NA 2018-12-12",88,11.3,"Alive",0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,"OK","Axial",39,1,"pump","Axial","Axial","Axial blankvoorn","blankvoorn 2018-12-12","blankvoorn",NA,"Axial","Injury_type_severe",0
"85",2018-12-12,2018-12-12,NA,"roach","NA 2018-12-12",62,2.1,"Alive",0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,"OK","Axial",40,1,"pump","Axial","Axial","Axial blankvoorn","blankvoorn 2018-12-12","blankvoorn",NA,"Axial","Injury_type_severe",0
"86",2018-12-12,2018-12-12,NA,"roach","NA 2018-12-12",55,1.6,"Alive",1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,"OK","Axial",41,1,"pump","Axial","Axial","Axial blankvoorn","blankvoorn 2018-12-12","blankvoorn",NA,"Axial","Injury_type_severe",0
"87",2018-12-12,2018-12-12,NA,"roach","NA 2018-12-12",63,2.4,"Alive",0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,"OK","Axial",42,1,"pump","Axial","Axial","Axial blankvoorn","blankvoorn 2018-12-12","blankvoorn",NA,"Axial","Injury_type_severe",0
"88",2018-12-12,2018-12-12,NA,"roach","NA 2018-12-12",54,1.6,"Alive",0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,"OK","Axial",43,1,"pump","Axial","Axial","Axial blankvoorn","blankvoorn 2018-12-12","blankvoorn",NA,"Axial","Injury_type_severe",0
"89",2018-12-12,2018-12-12,NA,"roach","NA 2018-12-12",61,2.7,"Alive",0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,"OK","Axial",44,1,"pump","Axial","Axial","Axial blankvoorn","blankvoorn 2018-12-12","blankvoorn",NA,"Axial","Injury_type_severe",0
"90",2018-12-12,2018-12-12,NA,"roach","NA 2018-12-12",52,1.5,"Alive",1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,"OK","Axial",45,1,"pump","Axial","Axial","Axial blankvoorn","blankvoorn 2018-12-12","blankvoorn",NA,"Axial","Injury_type_severe",0
"91",2018-12-12,2018-12-12,NA,"roach","NA 2018-12-12",93,9.8,"Alive",1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,"OK","Axial",46,1,"pump","Axial","Axial","Axial blankvoorn","blankvoorn 2018-12-12","blankvoorn",NA,"Axial","Injury_type_severe",0
"92",2018-12-12,2018-12-12,NA,"roach","NA 2018-12-12",54,1.4,"Dead",0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,"OK","Axial",47,1,"pump","Axial","Axial","Axial blankvoorn","blankvoorn 2018-12-12","blankvoorn",NA,"Axial","Injury_type_severe",1
"93",2018-12-12,2018-12-12,NA,"roach","NA 2018-12-12",46,0.8,"Alive",1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,"OK","Axial",48,1,"pump","Axial","Axial","Axial blankvoorn","blankvoorn 2018-12-12","blankvoorn",NA,"Axial","Injury_type_severe",0
"94",2018-12-13,2018-12-13,NA,"roach","NA 2018-12-13",53,1.8,"Dead",0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,"OK","Axial",10,1,"pump","Axial","Axial","Axial blankvoorn","blankvoorn 2018-12-13","blankvoorn",NA,"Axial","Injury_type_dead",0
"95",2018-12-13,2018-12-13,NA,"roach","NA 2018-12-13",42,NA,"Dead",0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,"OK","Axial",11,1,"pump","Axial","Axial","Axial blankvoorn","blankvoorn 2018-12-13","blankvoorn",NA,"Axial","Injury_type_dead",0
"96",2018-12-13,2018-12-13,NA,"roach","NA 2018-12-13",87,9.4,"Dead",0,0,0,0,1,0,0,0,1,0,0,0,NA,NA,"OK","Axial",12,2,"pump","Axial","Axial","Axial blankvoorn","blankvoorn 2018-12-13","blankvoorn",NA,"Axial","Injury_type_dead",0
"97",2018-12-13,2018-12-13,NA,"roach","NA 2018-12-13",43,0.6,"Dead",0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,"OK","Axial",14,1,"pump","Axial","Axial","Axial blankvoorn","blankvoorn 2018-12-13","blankvoorn",NA,"Axial","Injury_type_dead",0
"98",2018-12-13,2018-12-13,NA,"roach","NA 2018-12-13",55,2,"Alive",1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,"OK","Axial",15,1,"pump","Axial","Axial","Axial blankvoorn","blankvoorn 2018-12-13","blankvoorn",NA,"Axial","Injury_type_dead",0
"99",2018-12-13,2018-12-13,NA,"roach","NA 2018-12-13",45,0.9,"Dead",0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,"OK","Axial",19,1,"pump","Axial","Axial","Axial blankvoorn","blankvoorn 2018-12-13","blankvoorn",NA,"Axial","Injury_type_dead",0
"100",2018-12-13,2018-12-13,NA,"roach","NA 2018-12-13",87,8.9,"Alive",1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,"OK","Axial",21,1,"pump","Axial","Axial","Axial blankvoorn","blankvoorn 2018-12-13","blankvoorn",NA,"Axial","Injury_type_dead",0
"101",2018-12-13,2018-12-13,NA,"roach","NA 2018-12-13",55,1.4,"Alive",1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,"OK","Axial",24,1,"pump","Axial","Axial","Axial blankvoorn","blankvoorn 2018-12-13","blankvoorn",NA,"Axial","Injury_type_dead",0
"102",2018-12-13,2018-12-13,NA,"roach","NA 2018-12-13",61,2.9,"Alive",1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,"OK","Axial",25,1,"pump","Axial","Axial","Axial blankvoorn","blankvoorn 2018-12-13","blankvoorn",NA,"Axial","Injury_type_dead",0
"103",2018-12-12,2018-12-12,NA,"roach","NA 2018-12-12",108,22.4,"Dead",0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,"OK","Axial",26,1,"pump","Axial","Axial","Axial blankvoorn","blankvoorn 2018-12-12","blankvoorn",NA,"Axial","Injury_type_dead",0
"104",2018-12-12,2018-12-12,NA,"roach","NA 2018-12-12",158,59,"Dead",0,0,0,0,1,0,0,0,1,0,0,0,NA,NA,"OK","Axial",27,2,"pump","Axial","Axial","Axial blankvoorn","blankvoorn 2018-12-12","blankvoorn",NA,"Axial","Injury_type_dead",0
"105",2018-12-12,2018-12-12,NA,"roach","NA 2018-12-12",59,1.4,"Dead",0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,"OK","Axial",28,1,"pump","Axial","Axial","Axial blankvoorn","blankvoorn 2018-12-12","blankvoorn",NA,"Axial","Injury_type_dead",0
"106",2018-12-12,2018-12-12,NA,"roach","NA 2018-12-12",104,13.1,"Dead",0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,"OK","Axial",29,1,"pump","Axial","Axial","Axial blankvoorn","blankvoorn 2018-12-12","blankvoorn",NA,"Axial","Injury_type_dead",0
"107",2018-12-12,2018-12-12,NA,"roach","NA 2018-12-12",75,3.8,"Dead",0,0,0,0,1,1,0,0,0,0,0,0,NA,NA,"OK","Axial",30,2,"pump","Axial","Axial","Axial blankvoorn","blankvoorn 2018-12-12","blankvoorn",NA,"Axial","Injury_type_dead",0
"108",2018-12-12,2018-12-12,NA,"roach","NA 2018-12-12",155,NA,"Dead",0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,"OK","Axial",31,1,"pump","Axial","Axial","Axial blankvoorn","blankvoorn 2018-12-12","blankvoorn",NA,"Axial","Injury_type_dead",0
"109",2018-12-12,2018-12-12,NA,"roach","NA 2018-12-12",95,NA,"Dead",0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,"OK","Axial",32,1,"pump","Axial","Axial","Axial blankvoorn","blankvoorn 2018-12-12","blankvoorn",NA,"Axial","Injury_type_dead",0
"110",2018-12-12,2018-12-12,NA,"roach","NA 2018-12-12",105,NA,"Dead",0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,"OK","Axial",33,1,"pump","Axial","Axial","Axial blankvoorn","blankvoorn 2018-12-12","blankvoorn",NA,"Axial","Injury_type_dead",0
"111",2018-12-12,2018-12-12,NA,"roach","NA 2018-12-12",65,NA,"Dead",0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,"OK","Axial",34,1,"pump","Axial","Axial","Axial blankvoorn","blankvoorn 2018-12-12","blankvoorn",NA,"Axial","Injury_type_dead",0
"112",2018-12-12,2018-12-12,NA,"roach","NA 2018-12-12",60,NA,"Dead",0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,"OK","Axial",35,1,"pump","Axial","Axial","Axial blankvoorn","blankvoorn 2018-12-12","blankvoorn",NA,"Axial","Injury_type_dead",0
"113",2018-12-12,2018-12-12,NA,"roach","NA 2018-12-12",57,1,"Dead",0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,"OK","Axial",37,1,"pump","Axial","Axial","Axial blankvoorn","blankvoorn 2018-12-12","blankvoorn",NA,"Axial","Injury_type_dead",0
"114",2018-12-12,2018-12-12,NA,"roach","NA 2018-12-12",55,1.8,"Alive",1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,"OK","Axial",38,1,"pump","Axial","Axial","Axial blankvoorn","blankvoorn 2018-12-12","blankvoorn",NA,"Axial","Injury_type_dead",0
"115",2018-12-12,2018-12-12,NA,"roach","NA 2018-12-12",88,11.3,"Alive",0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,"OK","Axial",39,1,"pump","Axial","Axial","Axial blankvoorn","blankvoorn 2018-12-12","blankvoorn",NA,"Axial","Injury_type_dead",0
"116",2018-12-12,2018-12-12,NA,"roach","NA 2018-12-12",62,2.1,"Alive",0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,"OK","Axial",40,1,"pump","Axial","Axial","Axial blankvoorn","blankvoorn 2018-12-12","blankvoorn",NA,"Axial","Injury_type_dead",0
"117",2018-12-12,2018-12-12,NA,"roach","NA 2018-12-12",55,1.6,"Alive",1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,"OK","Axial",41,1,"pump","Axial","Axial","Axial blankvoorn","blankvoorn 2018-12-12","blankvoorn",NA,"Axial","Injury_type_dead",0
"118",2018-12-12,2018-12-12,NA,"roach","NA 2018-12-12",63,2.4,"Alive",0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,"OK","Axial",42,1,"pump","Axial","Axial","Axial blankvoorn","blankvoorn 2018-12-12","blankvoorn",NA,"Axial","Injury_type_dead",0
"119",2018-12-12,2018-12-12,NA,"roach","NA 2018-12-12",54,1.6,"Alive",0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,"OK","Axial",43,1,"pump","Axial","Axial","Axial blankvoorn","blankvoorn 2018-12-12","blankvoorn",NA,"Axial","Injury_type_dead",0
"120",2018-12-12,2018-12-12,NA,"roach","NA 2018-12-12",61,2.7,"Alive",0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,"OK","Axial",44,1,"pump","Axial","Axial","Axial blankvoorn","blankvoorn 2018-12-12","blankvoorn",NA,"Axial","Injury_type_dead",0
"121",2018-12-12,2018-12-12,NA,"roach","NA 2018-12-12",52,1.5,"Alive",1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,"OK","Axial",45,1,"pump","Axial","Axial","Axial blankvoorn","blankvoorn 2018-12-12","blankvoorn",NA,"Axial","Injury_type_dead",0
"122",2018-12-12,2018-12-12,NA,"roach","NA 2018-12-12",93,9.8,"Alive",1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,"OK","Axial",46,1,"pump","Axial","Axial","Axial blankvoorn","blankvoorn 2018-12-12","blankvoorn",NA,"Axial","Injury_type_dead",0
"123",2018-12-12,2018-12-12,NA,"roach","NA 2018-12-12",54,1.4,"Dead",0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,"OK","Axial",47,1,"pump","Axial","Axial","Axial blankvoorn","blankvoorn 2018-12-12","blankvoorn",NA,"Axial","Injury_type_dead",0
"124",2018-12-12,2018-12-12,NA,"roach","NA 2018-12-12",46,0.8,"Alive",1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,"OK","Axial",48,1,"pump","Axial","Axial","Axial blankvoorn","blankvoorn 2018-12-12","blankvoorn",NA,"Axial","Injury_type_dead",0
